Tag,Headline,Summary,Link
Electric vehicles,"Shell offers to install 50,000 electric vehicle charging points in UK",Push by energy group could give it a third of public charging market by 2025,https://www.ft.com/content/15ce96bf-bc3b-451a-8124-6ce03d4c22df
Oil & Gas industry,North Sea oil producers push UK to back 18 new projects,Approval would test government’s commitment to hit net zero emissions goal,https://www.ft.com/content/e7f2cd44-cb2e-4024-bd75-93fc43d9edd3
Natural disasters,Louisiana power outages caused by Hurricane Ida could persist for weeks,Lack of electricity forces hospitals burdened by Covid surge to run on generators,https://www.ft.com/content/7887cfb6-d68d-4c16-9541-efa51bbbb859
Afghanistan,Biden launches forceful defence of Afghanistan exit ,President says pullout brings an end era in which US tried to ‘remake other countries’ with military power ,https://www.ft.com/content/0e337fe1-6473-4031-83b7-8e0009d5aacb
UK politics & policy,Dominic Raab faces grilling from MPs over Afghanistan ,UK foreign secretary to be questioned over department’s failure to foresee Taliban’s rapid gains ,https://www.ft.com/content/c8dc098d-ea04-455b-8865-c57720fa37f0
Edward Luce,Joe Biden and Europe are going different ways,"For EU governments, the contrast with Donald Trump’s policies is more apparent than real",https://www.ft.com/content/bfe24854-3bf2-4ada-b3a2-778b4707c31f
Universities Superannuation Scheme,UK university union plans industrial action over pension cuts threat,Move follows vote by committee to back proposals to cut funding shortfall in main retirement scheme,https://www.ft.com/content/19eb4522-2f63-42f3-892b-d764ad0b4588
News in-depthBrazilian economy,Brazil’s post-pandemic recovery threatened by inflation and rising rates,Annual growth estimates for Latin America’s largest economy downgraded as drought and looming election also bite,https://www.ft.com/content/d9802619-fc8f-44a9-ad0d-e79e73121b07
Scottish independence,Sturgeon claims ‘undeniable’ mandate for second Scottish independence vote,Appointment of two Green party ministers seals power-sharing deal with SNP,https://www.ft.com/content/35b8bd30-0db6-4982-8d6e-eee5736e0abb
Eurozone inflation,Eurozone inflation rises to decade high of 3%,Pressure mounts on ECB to slow bond-buying programme as region experiences economic rebound,https://www.ft.com/content/2af45b20-ef7b-4506-a29f-b4938edbe5c6
The FT ViewThe editorial board,Joe Biden’s Ukraine meeting is a test of America’s pledges,President should use summit with Volodymyr Zelensky to begin repairing US standing,https://www.ft.com/content/893cd8eb-c070-49f9-a049-1ad15532950f
Robin Harding,Demographics mean the fall in interest rates is far from over,"In Japan, an ageing population has had an unexpected influence on inflation and wages",https://www.ft.com/content/3f199380-3d78-44bb-b856-4a0e3214c741
European equities,European stocks mark best winning streak since 2013,Second-quarter growth shows strong recovery from low point of pandemic ,https://www.ft.com/content/dbd4503a-8666-423f-96f2-fa2d43eb2bf6
News in-depthCoronavirus pandemic,Bio-weapons experts call for tighter controls as Covid highlights risk,Demand for stronger enforcement of BWC treaty as representatives meet in Geneva,https://www.ft.com/content/bcbfa8d6-527a-4d15-82b1-36aeffac49e0
US economy,US house prices rose at record rate in June,Low inventory and strong demand drove 18.6% annual increase in S&P index,https://www.ft.com/content/d22df01c-c153-4ee6-8a94-d247a145d60e
LexProsus,Prosus/BillDesk: building Indian ecosystem will help pay the bills Premium content,Acquisition will allow Naspers’ investment arm to expand client bases at both ends of transactions,https://www.ft.com/content/3c1c078c-1d97-4532-a8e8-98d20795ac78
Industrial metals,Aluminium prices hit decade high as Beijing warns against speculation ,Production cutbacks in China in bid to reduce pollution push up global costs for the metal,https://www.ft.com/content/42a5e710-3cfc-40e6-90df-f524d0319be3
Afghanistan,EU plans €600m package for Afghanistan’s neighbours to avert refugee crisis,Bloc seeks to avoid repeat of turmoil sparked by Syrian migrants in 2015,https://www.ft.com/content/c3688ac7-f7e0-473c-98ea-91735e3278d5
Sebastian Payne,Britain needs to find a better role for its former prime ministers,Creating a special parliamentary post could allow the country to benefit from their experience,https://www.ft.com/content/f7ec5c53-3cdb-4584-b221-86483e2b15ee
Coronavirus economic impact,UK consumer borrowing fell to zero in July as Covid cases climbed,Rising infection numbers sapped households’ willingness to spend  ,https://www.ft.com/content/b056e408-aabb-4f07-bf60-7b32e5e9a898
ExplainerAfghanistan,What now? Afghanistan awaits the Taliban’s next move,"With US gone, Islamist group will show its true colours on the vow to form an ‘inclusive’ government",https://www.ft.com/content/bf3df2dd-67d0-4189-a814-827089de2ed3
LexGames industry,China video games: Beijing crackdown ignores impact on creator profits  Premium content,Restrictions will hit game makers’ revenue and may threaten player loyalty in the long term,https://www.ft.com/content/d6a313bf-1ed3-4170-ab52-5a73660b47b2
Climate change,FTSE 100 bosses urged by UK government to set net zero targets,Push aimed at gathering corporate support ahead of COP26 climate summit in Glasgow,https://www.ft.com/content/7d9cfef0-963b-487f-95a5-0e265d0eb25d
Evergrande Real Estate Group,Heavily indebted Chinese developer Evergrande warns of default risk,Company cuts debt to roughly $89bn but says idle building projects threaten liquidity,https://www.ft.com/content/e870dd10-223c-411e-9e72-53c3b8e609b6
Constanze Stelzenmüller,The war in Afghanistan has shaped an entire generation in the west,And the fate of the Afghan people will weigh heavily on our collective conscience,https://www.ft.com/content/3e4228ed-81d2-4dfc-b300-37778169702c
Big tech,Google and Apple’s app stores hit by new South Korean law,"Rules allow users to pay software developers directly, threatening tech giants’ lucrative commissions",https://www.ft.com/content/897ab9a9-df38-4c32-9e70-ef752c38c514
FirstFT,FirstFT: America’s 20-year-war in Afghanistan ends,"Taliban takes control of Kabul airport, clean-up begins after Hurricane Ida and EU reviews US travel advisory",https://www.ft.com/content/f87f82f4-884d-4aec-8101-ee3149f29de0
South Korea Economy,South Korea proposes record spending to deal with pandemic,President says aggressive fiscal approach must be maintained as coronavirus cases surge,https://www.ft.com/content/91758d55-44b0-4c89-841b-ffa9222d8860
Panama,Panama champions female empowerment as it seeks to transform its image,Foreign minister highlights progressive stance as country looks beyond its reputation as an offshore financial centre,https://www.ft.com/content/ce94561d-c415-4341-a795-11511d25e5f2
Prosus,Prosus agrees to buy India’s BillDesk for $4.7bn,PayU business to merge with India’s oldest digital payments company after all-cash deal,https://www.ft.com/content/8170ccb1-686c-44b3-b15b-d0feab3c4f17
Chinese politics & policy,Chinese media back diatribe calling for crackdown to be expanded,Nationalist commentator says Xi’s campaign will transform China from a capitalist ‘paradise’,https://www.ft.com/content/95dbda2f-0f0e-4137-b29e-688e6dc3ecf1
UnhedgedRobert Armstrong,The rich get richer and rates get lower  Premium content,"Maybe it’s not about demographics, after all ",https://www.ft.com/content/256acf1b-5bbb-475b-9df3-6d0b3a59389a
Afghanistan,"US withdraws from Afghanistan, bringing an end to 20-year war",Taliban celebrates ‘independence’ and takes control of airport as evacuation effort concludes,https://www.ft.com/content/b2ba76a1-694b-47f9-b077-d48ad88a8cb5
Inside BusinessJohn Reed,Vietnam’s status as manufacturing powerhouse is shaken by Covid surge,"The Delta variant is causing havoc in Ho Chi Minh City, disrupting business and supply chains of global brands",https://www.ft.com/content/ca37cd50-056a-4a36-9673-49578e184403
Sarah O'Connor,"In a precarious labour market, universal basic income isn’t the only solution",History shows that improving the future of work takes more than letting employers off the hook,https://www.ft.com/content/f71d2baf-b9a7-4157-939e-d7b854ef7d4c
Markets InsightPeter Atwater,The troubling parallels between supply chains and securitisation,Pandemic raises concerns about just-in-time inventory model for companies,https://www.ft.com/content/cece55b7-d137-4278-9e21-25ffba999946
News in-depthUK social care,Rise in UK deaths at home during pandemic raises questions about support and treatment,Striking figures throw fresh spotlight on attrition in health and social care resources in recent years,https://www.ft.com/content/f3259c74-e943-4a17-9134-d67a1ad3806d
Global InsightVictor Mallet,Why France was more clear-eyed about Afghanistan than the US,"Paris, which started evacuating Afghans and staff in May, had ‘more dispassionate’ assessment of same intelligence",https://www.ft.com/content/fcf46b6d-f650-482b-8a7a-f862cb4f3626
News in-depthUS employment,QR codes replace service staff as pandemic spurs automation in US,"Shift means many jobs lost during Covid crisis will not return, say experts",https://www.ft.com/content/05754eb3-38a5-488d-af96-5f5a1a7955c1
FT News Briefing podcast10 min listen,"US automation in the pandemic, Bank of America’s tech training",QR codes replace service staff and experts worry the shift could be permanent ,https://www.ft.com/content/21ed8bb0-32a8-49e6-9116-b31a3f516c9b
Oil & Gas industry,South Korean state groups back $127bn in global fossil fuel projects,Public institutions spent heavily on oil and gas over past 10 years despite pressure to curb emissions,https://www.ft.com/content/21aef9c7-b452-4d55-bfdc-2994b12a539b
Chinese politics & policy,China limits children to 3 hours of online gaming a week,"Minors only allowed to play on Fridays, Saturdays and Sundays under latest rules to hit tech groups",https://www.ft.com/content/ade15372-a3f6-4b60-807a-06a4fde919dd
Polymetal International PLC,Polymetal warns chip shortage set to hit mining sector,Russian gold miner expects problem afflicting car industry to hit makers of mining vehicles and machinery,https://www.ft.com/content/36b8dfd6-6818-44f2-8e86-b1fee7ea4ed5
Legal services,UK law firms in legal quandary over Covid jabs as staff return to office,US counterparts’ vaccination requirement for employees increases dilemma over risk of discrimination,https://www.ft.com/content/93352268-cbb5-401d-a8d7-fcbb36587e1d
News in-depthResidential property,Banks to become landlords in growing ‘build-to-rent’ sector ,Big companies pile into housing market that has proved resilient throughout the pandemic,https://www.ft.com/content/662d3839-2c58-4b88-8df8-71d8f0af85d5
News in-depthAfghanistan,Afghans confront economic meltdown after Taliban takeover,"Rising food prices, cash shortages and unpaid wages are widespread since group seized control",https://www.ft.com/content/504db1d2-239f-4388-a4db-4e9cd155d312
Lee Jae-yong,South Korean PM backs early return to work for paroled Samsung chief,Case is proving highly divisive but Kim Boo-kyum warns against ‘narrow-minded’ criticism,https://www.ft.com/content/e281f7fe-b106-4e08-8620-b2b182baa54a
UK energy,UK launches £450m fund for energy network innovation,"Proposals sought for heating, transport, digitalisation and system integration",https://www.ft.com/content/39b7f87d-0f52-4e58-bb6e-6fc976d01643
Archegos Capital Management,Hong Kong plans new risk controls to prevent Archegos-style collapse,Project to track dangerously concentrated exposures to stocks has garnered attention of US regulators,https://www.ft.com/content/c6bae8fe-ec49-4fd5-bc7d-6f9c74dc7d63
Coronavirus pandemic,EU moves to restrict travel from US over rising Covid cases,Council warns that American infection rate is well above the bloc’s safe maximum,https://www.ft.com/content/a3f7aebb-0284-44d0-8c72-12ccde379c6b
Afghanistan,Qatar urges Taliban to accept foreign security presence at Kabul airport,"Afghanistan’s new rulers wary of outside help at transport hub, Doha’s foreign minister tells the FT",https://www.ft.com/content/2b165031-1a24-4cae-8e6e-4b807bc92ebf
Natural disasters,Oil companies on US Gulf coast survey Ida’s damage to refineries,Energy markets muted in aftermath of hurricane despite more than 1m struggling without power,https://www.ft.com/content/a736dce9-e4ab-4254-8ea1-f307ed2de13a
News in-depthAutomobiles,UK second-hand car prices surge as pandemic fuels demand,Shortage of new cars as a result of semiconductor supply crunch prompts consumers to buy used cars instead,https://www.ft.com/content/f32ea2ee-bc7b-44ff-b276-0a68275d01ae
Scotland,Sturgeon appoints Green party ministers to Scottish government ,Power-sharing deal gives SNP majority backing for a second referendum on independence,https://www.ft.com/content/ce902a2f-c4d4-4499-9f49-e76c2e88212a
Conservative Party UK,Chaotic end to Afghan mission prompts Tory soul-searching,Conservatives ponder government’s ‘Global Britain’ strategy in the wake of Taliban return to power ,https://www.ft.com/content/a40161a3-af4f-42ce-8dea-b5dfc3912e81
South Korean business & finance,South Korea/Google: potential app store commission change could set a global precedent Premium content,Lost revenue from Asian market would be a small setback but has ramifications if the ban is copied elsewhere,https://www.ft.com/content/fa5f3d0b-bce7-41dc-8c43-07df0dea75b1
Carbon trading,Carbon price rises above €60 to set new record,Tighter rules and potential for greater winter reliance on coal help push up prices,https://www.ft.com/content/c1a78427-f3d5-4b4f-9878-c3e1dffee2ba
Meituan,Meituan’s chief adopts Xi’s wealth redistribution rhetoric,Founder of Chinese tech company emphasises ‘common prosperity’ as regulatory crackdown mounts,https://www.ft.com/content/14c0863c-d8c1-49b3-baf0-a8f4e4805a82
UK race relations,Women of colour held back from senior roles by ‘structural racism’,"Ethnic minorities over-represented in junior positions, says gender equality charity",https://www.ft.com/content/a6749a1d-2a91-4198-bf9a-d0f48522009e
News in-depthAfghanistan,Africa and Latin America become stopovers for Afghan refugees,Developing countries offer to house evacuees until they can be resettled in wealthier nations,https://www.ft.com/content/fbb2a5a9-b652-49dd-bf8f-d9cdb5db9447
Pollution,End of leaded petrol marks milestone in global development,Algeria had last refinery in the world and has now exhausted its supplies,https://www.ft.com/content/41806ef1-22eb-4184-b1a1-83d58c3e9440
German economy,German inflation surges to 13-year high of 3.4%,"Economic rebound, higher energy prices and supply chain disruption drive up prices",https://www.ft.com/content/55cbd2a2-adc9-406f-ad45-daf90d79d221
Afghanistan,Rockets fired at Kabul airport as evacuation deadline looms,Isis claims responsibility for attack launched days after a suicide bomber killed more than 100 people,https://www.ft.com/content/f1a7c966-022f-47c1-9352-9960b9eea3c0
Hurricanes,Ida leaves 1m without electricity after battering US Gulf Coast,At least one person dead as Louisiana and Mississippi suffer widespread flooding,https://www.ft.com/content/830dc9ab-4901-4f9c-b1fe-896fb85260c9
George Soros,Investors in Xi’s China face a rude awakening,The leader’s crackdown on private enterprise shows he does not understand the market economy,https://www.ft.com/content/ecf7de34-e595-4814-9cbd-4a5119187330
Chris Cook,UK officials are going to great lengths to keep their secrets secret ,The Freedom of Information Act is being quietly gutted by civil servants,https://www.ft.com/content/7836a4dc-e11f-4fc7-a7aa-f08115d3a0a5
Guy Platten,Mistreatment of transport workers adds to supply chain pressures,"Governments can act to help truck drivers, seafarers and pilots working in harsh conditions",https://www.ft.com/content/998762ed-d58e-4c13-9242-3ac183bc9e57
Stephen Walt,The Biden doctrine will allow America to focus on bigger goals,Opponents of the withdrawal from Afghanistan are blocking foreign policy changes the US desperately needs,https://www.ft.com/content/bc866786-db9d-4f8d-83b8-828dec42d672
Evergrande Real Estate Group,Investors shun Chinese high-yield debt after Evergrande shock,Bailout of Huarong Asset Management fails to calm bond market nerves,https://www.ft.com/content/4c4ce83e-c5d4-4b47-8222-98ed15b5a282
North Korea nuclear tensions,Nuclear watchdog sounds warning over restart of North Korean reactor,"Pyongyang’s actions ‘deeply troubling’, says UN agency",https://www.ft.com/content/4ce277a0-cdfc-4add-bf1e-907512d1b95b
Rio Tinto PLC,Rio Tinto makes offer to Mongolia over troubled copper project,Anglo-Australian company prepared to cut rates on loans to Ulan Bator over Oyu Tolgoi development,https://www.ft.com/content/9e3e015e-113b-4be7-a51e-1b00cab85201
Rolls-Royce Holdings PLC,Rolls-Royce’s biggest investor calls for board ‘refresh’,Causeway Capital urges incoming chair to consider depth of management team’s expertise,https://www.ft.com/content/57814c80-74b1-4638-a65b-1b1885692f29
FirstFT,FirstFT: Ida lashes Louisiana,"New Orleans without power, Kabul airport under rocket fire and Big Four jump on ESG bandwagon",https://www.ft.com/content/cd3687bb-bbab-4b05-90a6-0b11a3f39d34
The FT ViewThe editorial board,Don’t let climate goals be lost in culture wars,"Cutting emissions means decarbonising the way we live, not giving it up",https://www.ft.com/content/a07a0c8b-96c0-4bd7-a558-bbb34646cd26
UnhedgedRobert Armstrong,"There is a huge amount of corporate debt, and that might be OK Premium content","And are all stocks expensive, or just some? ",https://www.ft.com/content/d310f55b-4768-4ad5-846a-e267e08098d1
US foreign policy,Ukraine feels the chill of Biden’s foreign policy,Afghanistan withdrawal heightens Zelensky’s fears of dwindling support from Washington,https://www.ft.com/content/3a7f3282-2db5-47dc-84d5-1c50f5295d8d
News in-depthTransport,Truck drivers warn of burnout as global shortage bites,Surging demand for goods during the pandemic has increased volumes for hauliers to carry,https://www.ft.com/content/4e79e4ad-1f15-4a2d-a702-9ab21748f81c
News in-depthSaudi Arabia,Saudi Arabia’s grandiose climate plans struggle to take off,Sceptics question whether kingdom’s pledge to lead ‘next green era’ will be matched with tangible action,https://www.ft.com/content/07a6e392-5716-44c0-a6bd-d6f7ea474e5e
News in-depthESG investing,Investor divisions over Israel risk conflict for companies,The fierce backlash from US state funds over Ben & Jerry’s boycott underscores diverging demands from shareholders,https://www.ft.com/content/1aa4d120-2a85-48f0-9829-2692447731b0
The Big Read,Germany: Scholz seeks to topple a CDU reeling as the Merkel era ends   ,Polling suggests that the ruling party could lose power in September’s election to an SPD-led coalition  ,https://www.ft.com/content/fc2d25ec-c426-45e5-9eb5-762fde991ed8
News in-depthEurozone economy,Eurozone’s consumer-led recovery continues despite Covid resurgence,Alternative indicators point to strong third quarter but some areas of economy lag behind,https://www.ft.com/content/b629c859-b499-4283-b651-461fa0fe4ae4
US banks,US banks ease loan standards in battle to lend,Terms are being loosened at record pace as lenders struggle to drum up new business,https://www.ft.com/content/52ad4d12-1472-41fd-aa4b-b6d68c9403fb
UK infrastructure,Laing O’Rourke plans 2024 listing on back of infrastructure boom,UK construction group targets flotation after it finds a successor to founder and chief executive Ray O’Rourke,https://www.ft.com/content/ceb5a600-2bb4-49b7-a12e-bf5dbe5be697
Work & Careers,Pandemic shines spotlight on grassroots healthcare activists,Organisations led by doctors and nurses are helping professionals amplify their voices and campaign for change,https://www.ft.com/content/36fb0c5c-0f30-4b83-b9d5-66d6aa20b1c7
FT WealthRhymer Rigby,"To get the wealthy to pay more tax, first we need to work out why they avoid it",Few rich people are outspoken advocates of paying tax,https://www.ft.com/content/fe58948f-f5cb-48a6-968f-188232394252
News in-depthAfghanistan,Wary US forced to rely on Taliban to contain terror threat in Afghanistan,Washington holds out recognition of hardline Islamists’ government to protect basic freedoms,https://www.ft.com/content/15db2972-0627-4884-9b7b-c7ffa13f5ded
Afghanistan,US launches air strike in Kabul to thwart second attack on airport,Drone rocket destroys vehicle days after suicide attack killed more than 100 as evacuation enters final days,https://www.ft.com/content/a60082b4-b48a-46fc-ab81-68a7628ff4f4
Residential,Five of the world’s best homes for sale near good schools,"Prime property for when education is a top priority, from Dubai to DC via Winchester, Sydney and South Africa",https://www.ft.comhttps://propertylistings.ft.com/propertynews/washington-district-of-columbia-united-states/6695-five-of-the-worlds-best-homes-for-sale-near-good-schools.html
German politics,First German election debate reveals gulf on climate change policy,"Laschet, Baerbock and Scholz spar over tackling global warming as race to be chancellor remains too close to call",https://www.ft.com/content/19b64f93-23f4-420e-893c-8752ceeffae1
Afghanistan,Johnson praises ‘colossal exertions’ as UK’s Afghanistan mission ends,But Labour claims ministers have ‘significantly’ underestimated number of Afghan citizens Britain ‘left behind’,https://www.ft.com/content/b6186428-e342-4ab8-a04d-a677f301d401
The Week Ahead,Deadline day looms in Afghanistan,Plus the insights from Zoom’s earnings call and what Melrose might tell us about automotive semiconductor shortages,https://www.ft.com/content/b57fd30d-7453-44f9-ae5a-32d3166a5ca0
News in-depthAfghanistan,Anxious UK Afghans raise doubts over Britain’s resettlement scheme,"Government’s commitment to relocate people fleeing the Taliban falls short, say lawyers and community groups",https://www.ft.com/content/109f0b64-422a-4550-8cb5-e52a4d767eaf
International Monetary Fund,"Emerging economies cannot afford ‘taper tantrum’ repeat, says IMF’s Gopinath",Fund’s chief economist sounds cautious note as Fed inches closer to dialling back stimulus,https://www.ft.com/content/873ca2e8-63d2-40dd-842d-5409169166fa
China Huarong Asset Management Co Ltd,Huarong finally releases report that stirred debate on financial failure,China’s biggest bad debt manager confirms plans for bailout from state-backed groups,https://www.ft.com/content/3c60c54a-41dd-43f6-9bc6-db81dfdc3c3b
News in-depthUK politics & policy,"UK human rights law review risks Northern Ireland peace accord, politicians warn",Legislation has been criticised by successive Conservative governments,https://www.ft.com/content/a3b05a49-7bcd-47fb-96e9-ecc31d5486e8
Travelista,"Four fabulous escapes, with water","Private beach clubs in Puglia and Miami, a brush with history in Hydra and floating meditations in Mexico",https://www.ft.com/content/101b72a9-40e4-4a6d-ac70-d47cf4b11801
The FT ViewThe editorial board,UK needs to sort out messy PCR test market,More robust action necessary to protect consumers obliged to use providers,https://www.ft.com/content/ef34c66a-2c6d-408e-99a2-d3b02bc69f44
Martin Sandbu,Long live the labour shortages,The pandemic disruption may be igniting a productivity boom,https://www.ft.com/content/cba9b4e5-db43-4a2b-89d7-cee038567623
Agricultural commodities,Bitter brew for coffee roasters as Vietnam adds to Brazil woes,Prices jump after strict lockdown rules cause problems getting beans out of the country ,https://www.ft.com/content/f8aa08b2-e8bd-4b3b-85d5-5b7f553fcbd4
The FT ViewThe editorial board,Few fireworks but German election set to deliver a tight finish,Armin Laschet’s weakness as CDU candidate has left campaign wide open,https://www.ft.com/content/88c7d3fe-75bc-4580-970b-ae2eb2b1d239
Food Prices,UK retail trade signals prospect of higher food prices,BRC warns rising wages and costs will bring long period of subdued prices to an end,https://www.ft.com/content/ed511b7d-229a-494f-82d0-e86ef69af5b3
Emile Simpson,Don’t blame the Afghan army for what’s happening now,The least Joe Biden could do is pay tribute to the sacrifices of the forces who fought alongside the US,https://www.ft.com/content/5a35e66f-ccf1-4625-a248-3c425b77a4e8
ExplainerMarket Questions,Will eurozone inflation continue rising? ,Market Questions is the FT’s guide to the week ahead,https://www.ft.com/content/b8a58356-653e-49f3-9de0-6f102c70f714
Covid-19 vaccines,Japan probes deaths of two people jabbed with suspended Moderna doses,Men in their 30s with no underlying health conditions died three days after second shot,https://www.ft.com/content/cb5cb256-d103-48f8-92eb-90b61bccdde2
Afghanistan,US warns of renewed terrorist threat at Kabul airport,Taliban tightens checkpoints around site as deadline for American withdrawal approaches,https://www.ft.com/content/12309fe7-b058-453b-9804-a711ab1a83a0
Jude Webber,Ireland’s housing crisis just got personal ,"For a newly arrived FT correspondent, Dublin’s acute shortage of homes is more than just a news story",https://www.ft.com/content/1a7ee567-96a2-4bfd-8672-34a9c646ecf0
Chinese politics & policy,China’s anti-corruption watchdog slams entertainment industry,Celebrities dragged into Xi Jinping’s ‘common prosperity’ drive against wealth and excess,https://www.ft.com/content/fb270aab-ce17-4057-8b3f-594035bae4f7
LexDemographics and population,"US demographics: older, urban and prey to rent seekers Premium content",Within the developed world America stands out in the extent to which it has left citizens to fend for themselves,https://www.ft.com/content/d7c604f0-47d2-4bce-8ebf-8697f552ad8c
Fintech,"Paidy considers listing as ‘buy now, pay later’ catches on in Japan ",Fintech ‘unicorn’ grows rapidly in one of the world’s most cash-obsessed markets ,https://www.ft.com/content/93332e3f-fec1-4115-98a2-b7934e05a7c4
News in-depthCzech Republic,Czech anti-establishment Pirate party eyes first shot at government,Ivan Bartos hopes to woo voters tired of country’s billionaire prime minister Andrej Babis ,https://www.ft.com/content/214ea060-7994-43a9-a955-2bac3faaa7e5
News in-depthAfghanistan,US Indo-Pacific allies maintain trust in Biden despite Afghanistan exit,Regional partners reject claims that chaotic withdrawal from Kabul has shaken defence ties,https://www.ft.com/content/1c9d4a90-c87e-4a90-a364-e0a7288b7b16
Afghanistan,Kabul airport faces new threat as US withdrawal deadline nears ,Joe Biden says another attack ‘highly likely’ after US drone strike kills 2 Isis-K members ,https://www.ft.com/content/efc7732d-7dc2-4e72-8788-a716617dd96e
Chinese politics & policy,Jack Ma and the Chinese tech titans’ mission to give away billions,Xi Jinping’s focus on ‘common prosperity’ has galvanised the country’s wealthiest entrepreneurs ,https://www.ft.com/content/c89594c1-1d85-4dda-9e67-55c775bd6c9a
Middle Eastern politics & society,Saudi and Iranian foreign ministers join regional summit in Iraq,Longtime rivals attend conference aimed at reducing Middle East tensions,https://www.ft.com/content/1653c2d1-f39e-40cd-8507-530633969cea
Federal Reserve,Powell performs virtual balancing act at Jackson Hole,Fed chair avoids market tantrums while taking a step to withdrawing monetary stimulus ,https://www.ft.com/content/ced45222-f266-4d48-b754-e960e8581c94
UK house prices,Homeworking drives house price boom outside UK cities,"Areas around cities recording higher increases than urban centres, Halifax says",https://www.ft.com/content/5968d25e-f2d8-4e1d-900e-18067459c7a0
Collecting,No.9 Cork Street gives Frieze a firm footing,"The art fair brand’s next venture is offering a year-round, real-life gallery space in London’s Mayfair",https://www.ft.com/content/90d97a92-2b44-49bf-bbd2-6dacb91fe207
Afghanistan,Underestimating the enemy: why Biden’s Afghanistan exit went wrong,President faces biggest crisis after rapid Taliban advance forced US into chaotic evacuation,https://www.ft.com/content/2f0c12f5-f501-41e2-b1e1-176e0b61f9d6
FT Magazine,Photographer Eddie Otchere: ‘Culture moves to the space which allows it to grow’,The British-Ghanaian artist has been chronicling urban youth culture for 30 years,https://www.ft.com/content/23754e32-01c5-4e57-b066-12cc87ddbff6
Payne's Politics podcast32 min listen,Interview special: Liz Truss,The minister tasked with striking deals on the world stage,https://www.ft.com/content/d56d4fbd-3e52-4dc7-bf27-fb594785e9db
UK trade,UK aims to conclude Pacific trade group talks by end of 2022,Trade secretary Liz Truss hopes US can be persuaded to rejoin the body it left in 2017,https://www.ft.com/content/c0e5f8da-c327-4439-9a30-b1fa3832d56b
Afghanistan,US launches strike against Isis ‘planner’ for Kabul bombing,Retaliation follows warnings another terror attack is ‘likely’ as evacuations continue,https://www.ft.com/content/3c520664-4135-4b90-a761-8697aec40ae2
Artificial intelligence,SenseTime heads for IPO on Hong Kong exchange,Listing could value Chinese artificial intelligence champion as high as $12bn,https://www.ft.com/content/8dff0ca6-11ad-4da9-8222-3248927688ef
Chinese politics & policy,‘Xi Jinping Thought’ school lessons alarm Chinese parents,"Country is in danger of embracing a ‘cult of personality’, warns academic",https://www.ft.com/content/b24421e7-d7d1-4b29-8679-7be0a7512eb6
UK schools,Education secretary vows less Covid chaos when schools in England return,End of mass self-isolation should reduce disruption but teachers still fear surge in cases,https://www.ft.com/content/181ea7fa-4db4-46d9-8bb1-252367420d3f
Coronavirus treatment,NHS to prepare for rollout of vaccines among 12 to 15-year-olds,Additional staff and training to be lined up ahead of any regulatory approval for jabs for children,https://www.ft.com/content/2203a5ff-c157-42c6-9b05-d4adf4226ba8
Coronavirus pandemic,US intelligence fails to reach conclusion on Covid-19 origin,Biden blames China for stalling inquiry into whether virus emerged from animals or lab in Wuhan,https://www.ft.com/content/abe21be4-4d0d-4d5b-b49f-2971e28b9e48
Waste management & recycling,"England faces ban on single-use plastic cutlery, plates and cups","Move designed to tackle throwaway culture, reduce waste and protect environment",https://www.ft.com/content/163f4e08-bbac-40bb-972e-f9f46c198545
Coronavirus pandemic,Delta-driven Covid surge puts renewed strain on US hospitals,"Hospitalisations top 100,000 and seven-day tally of infections surpasses 1m for first time since January",https://www.ft.com/content/02924ab7-fbe6-4025-a112-ee9657c5ddcd
UK employment,UK businesses told to hire Britons to fix lorry driver shortage,Ministers rebuff calls by industry to allow foreign hauliers to fill vacancies,https://www.ft.com/content/91df0489-cd93-49b9-9485-aa5631c16b92
News in-depthEU immigration,Poland-Belarus border stand-off leaves Afghan migrants stuck in limbo,Warsaw accuses Minsk of funnelling refugees toward EU in effort to destabilise its neighbours ,https://www.ft.com/content/dec6249e-3c8d-492d-960f-c9bc26dea830
News in-depthGreece,Superyacht crowd set course for Greece to escape pandemic,Wealthy head to Aegean in a boost for the country’s battered holiday industry,https://www.ft.com/content/463a0743-3238-4d11-acb0-d3ef4d4a6f67
Afghanistan,"UK leaves over 1,000 Afghans behind with airlift set to end ",Defence secretary expresses ‘deep regret’ but government now faces questions on foreign policy and protecting civilians ,https://www.ft.com/content/5cd260c6-e57a-4798-8837-44da6efaef24
The Big Read,Escape from Afghanistan: fear and terror as evacuation enters final phase,The humanitarian effort is becoming more fraught as western forces prepare to leave Kabul airport in the hands of the Taliban,https://www.ft.com/content/7a06b706-69b1-4318-a95a-aabc9f511725
The FT ViewThe editorial board,America’s ‘forever war’ is a long way from over,Kabul attack shows Afghanistan may once again become a jihadi haven,https://www.ft.com/content/8c817f42-4c1c-46a4-ba40-a788201af02b
Scottish independence,Sturgeon accuses UK government of ‘making up’ Scottish independence vote rules,Scotland secretary says referendum could happen if more than 60% of voters consistently wanted one,https://www.ft.com/content/2a475216-5cb2-48a9-a664-73c1cc84e4d8
ObituaryArturo Cuenca,"Arturo Cuenca, Cuban conceptual artist, 1955-2021",The free speech champion who once angered Castro was an inspiration for street protesters,https://www.ft.com/content/77f062be-8bd8-40bd-af06-91ee33d00136
